,date,analysed_days,is_holiday,line_id,route_id,segment,hour,h_travel_t,h_sch_t,h_traffic_t,h_boarding_t,s_t_in_motion,s_total_t,adj_sch_t,h_avg_speed,s_speed
232534,2025/4/22,7,FALSE,A3,A2387,A0068_A1813,7,88,60,3,7,66,75,60,33,35
232535,2025/4/22,7,FALSE,A3,A2387,A1813_A0685,7,170,60,113,25,54,195,180,19,19
232536,2025/4/22,7,FALSE,A3,A2387,A0685_A0082,7,341,120,93,14,102,210,180,16,34
232537,2025/4/22,7,FALSE,A3,A2387,A0082_A1170,7,201,180,8,22,92,120,120,21,40
232538,2025/4/22,7,FALSE,A3,A2387,A1170_A2383,7,121,120,4,8,84,90,120,40,47
232539,2025/4/22,7,FALSE,A3,A2387,A2383_A2775,7,154,120,5,16,102,120,120,36,49
232540,2025/4/22,7,FALSE,A3,A2387,A2775_A0200,7,185,240,33,14,127,180,180,39,39
232541,2025/4/22,7,FALSE,A3,A2387,A0200_A0652,7,127,120,8,19,84,105,120,21,26
232542,2025/4/22,7,FALSE,A3,A2387,A0652_A1799,7,81,60,10,24,49,90,60,28,31
232543,2025/4/22,7,FALSE,A3,A2387,A1799_A1719,7,69,60,8,18,39,60,60,25,29
232544,2025/4/22,7,FALSE,A3,A2387,A1719_A1789,7,117,120,32,18,70,120,120,22,22
232545,2025/4/22,7,FALSE,A3,A2387,A1789_A2306,7,124,120,56,15,52,120,120,22,22
232546,2025/4/22,7,FALSE,A3,A2387,A2306_A1782,7,111,60,34,15,59,105,60,26,31
232547,2025/4/22,7,FALSE,A3,A2387,A1782_A0020,7,69,60,7,13,41,60,60,21,25
232548,2025/4/22,7,FALSE,A3,A2387,A0020_A2272,7,53,60,6,9,29,45,60,22,27
232549,2025/4/22,7,FALSE,A3,A2387,A2272_A1163,7,72,60,9,10,48,60,60,25,29
232550,2025/4/22,7,FALSE,A3,A2387,A1163_A0649,7,72,60,27,0,31,60,60,17,22
232551,2025/4/22,7,FALSE,A3,A2387,A0661_A1401,8,37,60,5,8,23,60,60,26,32
232552,2025/4/22,7,FALSE,A3,A2387,A1401_A0022,8,67,60,18,22,37,75,60,25,29
232553,2025/4/22,7,FALSE,A3,A2387,A0022_A0968,8,123,120,33,14,58,105,120,25,30
232554,2025/4/22,7,FALSE,A3,A2387,A0968_A0245,8,49,60,5,9,27,45,60,27,30
232555,2025/4/22,7,FALSE,A3,A2387,A0245_A0169,8,121,120,34,12,62,105,120,25,32
232556,2025/4/22,7,FALSE,A3,A2387,A0169_A0167,8,55,60,9,12,26,45,60,24,29
232557,2025/4/22,7,FALSE,A3,A2387,A0167_A1919,8,158,120,64,16,81,165,120,21,21
232558,2025/4/22,7,FALSE,A3,A2387,A1919_A0154,8,91,60,18,19,48,90,60,23,28
232559,2025/4/22,7,FALSE,A3,A2387,A0154_A2754,8,227,120,123,10,68,195,180,20,27
232560,2025/4/22,7,FALSE,A3,A2387,A2754_A2490,8,134,60,42,17,58,120,60,27,38
232561,2025/4/22,7,FALSE,A3,A2387,A2648_A2625,8,75,60,4,6,46,60,60,23,27
232562,2025/4/22,7,FALSE,A3,A2387,A2625_A1374,8,85,60,5,9,66,75,60,38,43
232563,2025/4/22,7,FALSE,A3,A2387,A1374_A0864,8,80,60,15,15,46,75,60,23,30
232564,2025/4/22,7,FALSE,A3,A2387,A0864_A1458,8,674,240,373,15,155,540,540,30,52
232565,2025/4/22,7,FALSE,A3,A2387,A1458_A1456,8,360,240,95,16,147,255,240,29,49
232566,2025/4/22,7,FALSE,A3,A2387,A1456_A1966,8,132,120,6,11,98,120,120,54,59
232567,2025/4/22,7,FALSE,A3,A2387,A1966_A1465,8,150,120,6,16,115,135,120,52,60
232568,2025/4/22,7,FALSE,A3,A2387,A1465_A0277,8,179,180,61,15,90,165,180,28,32
232569,2025/4/22,7,FALSE,A3,A2387,A0277_A0388,8,142,180,32,19,81,135,120,28,34
232570,2025/4/22,7,FALSE,A3,A2387,A0388_A0347,8,211,120,94,13,79,180,180,22,26
232571,2025/4/22,7,FALSE,A3,A2387,A0347_A2049,8,73,120,11,11,46,75,60,26,29
232572,2025/4/22,7,FALSE,A3,A2387,A2049_A0068,8,87,60,8,16,57,75,60,29,34
232573,2025/4/22,7,FALSE,A3,A2387,A0068_A1813,8,420,60,270,26,66,360,360,15,35
232574,2025/4/22,7,FALSE,A3,A2387,A1813_A0685,8,345,60,249,33,94,375,360,11,11
232575,2025/4/22,7,FALSE,A3,A2387,A0685_A0082,8,537,120,156,5,102,270,240,10,34
232576,2025/4/22,7,FALSE,A3,A2387,A0082_A1170,8,246,180,34,16,92,135,120,17,40
232577,2025/4/22,7,FALSE,A3,A2387,A1170_A2383,8,147,120,8,2,84,90,120,34,47
232578,2025/4/22,7,FALSE,A3,A2387,A2383_A2775,8,203,120,17,12,102,135,120,28,49
232579,2025/4/22,7,FALSE,A3,A2387,A2775_A0200,8,186,240,44,17,130,195,180,38,38
232580,2025/4/22,7,FALSE,A3,A2387,A0200_A0652,8,134,120,28,18,84,135,120,24,26
232581,2025/4/22,7,FALSE,A3,A2387,A0652_A1799,8,72,60,5,25,49,75,60,30,31
232582,2025/4/22,7,FALSE,A3,A2387,A1799_A1719,8,70,60,8,25,39,75,60,28,29
232583,2025/4/22,7,FALSE,A3,A2387,A1719_A1789,8,141,120,55,17,64,135,120,24,24
232584,2025/4/22,7,FALSE,A3,A2387,A1789_A2306,8,141,120,73,14,50,135,120,21,23
232585,2025/4/22,7,FALSE,A3,A2387,A2306_A1782,8,119,120,40,12,59,105,120,27,31
232586,2025/4/22,7,FALSE,A3,A2387,A1782_A0020,8,64,60,8,15,41,60,60,22,25
232587,2025/4/22,7,FALSE,A3,A2387,A0020_A2272,8,54,60,5,13,29,45,60,23,27
232588,2025/4/22,7,FALSE,A3,A2387,A2272_A1163,8,72,60,5,14,48,60,60,25,29
232589,2025/4/22,7,FALSE,A3,A2387,A1163_A0649,8,56,60,12,0,31,45,60,21,22
232590,2025/4/22,7,FALSE,A3,A2387,A0661_A1401,9,34,60,6,9,23,60,60,26,32
232591,2025/4/22,7,FALSE,A3,A2387,A1401_A0022,9,65,60,13,25,37,75,60,24,29
232592,2025/4/22,7,FALSE,A3,A2387,A0022_A0968,9,123,120,30,14,58,105,120,25,30
232593,2025/4/22,7,FALSE,A3,A2387,A0968_A0245,9,48,60,5,11,27,45,60,27,30
232594,2025/4/22,7,FALSE,A3,A2387,A0245_A0169,9,106,120,26,14,62,105,120,28,32
232595,2025/4/22,7,FALSE,A3,A2387,A0169_A0167,9,52,60,7,11,26,45,60,24,29
232596,2025/4/22,7,FALSE,A3,A2387,A0167_A1919,9,115,120,39,14,68,120,120,25,25
232597,2025/4/22,7,FALSE,A3,A2387,A1919_A0154,9,83,60,19,15,48,75,60,25,28
232598,2025/4/22,7,FALSE,A3,A2387,A0154_A2754,9,121,120,34,9,68,105,120,24,27
232599,2025/4/22,7,FALSE,A3,A2387,A2754_A2490,9,92,60,14,16,58,90,60,31,38
232600,2025/4/22,7,FALSE,A3,A2387,A2648_A2625,9,70,60,4,3,46,60,60,24,27
232601,2025/4/22,7,FALSE,A3,A2387,A2625_A1374,9,81,60,5,5,66,75,60,39,43
232602,2025/4/22,7,FALSE,A3,A2387,A1374_A0864,9,63,60,7,14,46,60,60,26,30
232603,2025/4/22,7,FALSE,A3,A2387,A0864_A1458,9,634,240,370,15,155,540,540,27,52
232604,2025/4/22,7,FALSE,A3,A2387,A1458_A1456,9,316,240,79,13,147,240,240,31,49
232605,2025/4/22,7,FALSE,A3,A2387,A1456_A1966,9,126,120,2,2,98,105,120,54,59
232606,2025/4/22,7,FALSE,A3,A2387,A1966_A1465,9,137,120,8,14,115,135,120,53,60
232607,2025/4/22,7,FALSE,A3,A2387,A1465_A0277,9,152,180,37,13,90,135,120,29,32
232608,2025/4/22,7,FALSE,A3,A2387,A0277_A0388,9,131,180,29,16,81,120,120,31,34
232609,2025/4/22,7,FALSE,A3,A2387,A0388_A0347,9,190,120,84,10,79,180,120,22,26
232610,2025/4/22,7,FALSE,A3,A2387,A0347_A2049,9,79,120,16,9,46,75,60,25,29
232611,2025/4/22,7,FALSE,A3,A2387,A2049_A0068,9,130,60,44,20,57,120,120,27,34
232612,2025/4/22,7,FALSE,A3,A2387,A0068_A1813,9,425,60,251,17,66,330,300,13,35
232613,2025/4/22,7,FALSE,A3,A2387,A1813_A0685,9,295,60,210,23,32,270,240,12,32
232614,2025/4/22,7,FALSE,A3,A2387,A0685_A0082,9,451,120,156,4,102,255,240,11,34
232615,2025/4/22,7,FALSE,A3,A2387,A0082_A1170,9,236,180,36,14,92,135,120,18,40
232616,2025/4/22,7,FALSE,A3,A2387,A1170_A2383,9,122,120,1,0,84,90,60,38,47
232617,2025/4/22,7,FALSE,A3,A2387,A2383_A2775,9,135,120,7,11,102,120,120,40,49
232618,2025/4/22,7,FALSE,A3,A2387,A2775_A0200,9,182,240,37,16,124,180,180,37,40
232619,2025/4/22,7,FALSE,A3,A2387,A0200_A0652,9,130,120,18,16,84,120,120,22,26
232620,2025/4/22,7,FALSE,A3,A2387,A0652_A1799,9,75,60,7,13,49,75,60,29,31
232621,2025/4/22,7,FALSE,A3,A2387,A1799_A1719,9,59,60,5,26,39,75,60,27,29
232622,2025/4/22,7,FALSE,A3,A2387,A1719_A1789,9,130,120,35,15,61,105,120,21,25
232623,2025/4/22,7,FALSE,A3,A2387,A1789_A2306,9,138,120,69,16,60,150,120,19,19
232624,2025/4/22,7,FALSE,A3,A2387,A2306_A1782,9,116,120,36,10,59,105,120,27,31
232625,2025/4/22,7,FALSE,A3,A2387,A1782_A0020,9,56,60,6,13,41,60,60,23,25
232626,2025/4/22,7,FALSE,A3,A2387,A0020_A2272,9,52,60,5,10,29,45,60,24,27
232627,2025/4/22,7,FALSE,A3,A2387,A2272_A1163,9,68,60,6,11,48,60,60,26,29
232628,2025/4/22,7,FALSE,A3,A2387,A1163_A0649,9,58,60,14,0,31,45,60,19,22
232629,2025/4/22,7,FALSE,A3,A2387,A0661_A1401,10,38,60,5,11,23,60,60,27,32
232630,2025/4/22,7,FALSE,A3,A2387,A1401_A0022,10,65,60,12,22,37,75,60,25,29
232631,2025/4/22,7,FALSE,A3,A2387,A0022_A0968,10,125,120,30,18,58,105,120,23,30
232632,2025/4/22,7,FALSE,A3,A2387,A0968_A0245,10,55,60,6,12,27,45,60,25,30
232633,2025/4/22,7,FALSE,A3,A2387,A0245_A0169,10,119,120,35,18,62,120,120,25,32
232634,2025/4/22,7,FALSE,A3,A2387,A0169_A0167,10,54,60,8,13,26,45,60,25,29
232635,2025/4/22,7,FALSE,A3,A2387,A0167_A1919,10,110,120,31,12,61,105,120,25,28
232636,2025/4/22,7,FALSE,A3,A2387,A1919_A0154,10,80,60,15,15,48,75,60,24,28
232637,2025/4/22,7,FALSE,A3,A2387,A0154_A2754,10,130,120,42,9,76,120,120,24,24
232638,2025/4/22,7,FALSE,A3,A2387,A2754_A2490,10,86,60,14,12,58,90,60,35,38
232639,2025/4/22,7,FALSE,A3,A2387,A2490_A2648,10,80,60,13,11,53,75,60,38,40
232640,2025/4/22,7,FALSE,A3,A2387,A2648_A2625,10,72,60,2,1,46,45,60,24,27
232641,2025/4/22,7,FALSE,A3,A2387,A2625_A1374,10,82,60,5,11,66,75,60,37,43
232642,2025/4/22,7,FALSE,A3,A2387,A1374_A0864,10,75,60,12,18,46,75,60,25,30
232643,2025/4/22,7,FALSE,A3,A2387,A0864_A1458,10,372,240,148,12,155,315,300,40,52
232644,2025/4/22,7,FALSE,A3,A2387,A1458_A1456,10,332,240,77,13,147,240,240,30,49
232645,2025/4/22,7,FALSE,A3,A2387,A1456_A1966,10,126,120,1,3,98,105,120,54,59
232646,2025/4/22,7,FALSE,A3,A2387,A1966_A1465,10,137,120,5,14,115,135,120,54,60
232647,2025/4/22,7,FALSE,A3,A2387,A1465_A0277,10,158,180,36,14,111,165,180,26,26
232648,2025/4/22,7,FALSE,A3,A2387,A0277_A0388,10,160,180,48,16,81,150,120,27,34
232649,2025/4/22,7,FALSE,A3,A2387,A0388_A0347,10,229,120,104,15,79,195,180,20,26
232650,2025/4/22,7,FALSE,A3,A2387,A0347_A2049,10,80,120,11,12,46,75,60,24,29
232651,2025/4/22,7,FALSE,A3,A2387,A2049_A0068,10,182,60,77,18,88,180,180,22,22
232652,2025/4/22,7,FALSE,A3,A2387,A0068_A1813,10,371,60,183,17,180,375,360,13,13
232653,2025/4/22,7,FALSE,A3,A2387,A1813_A0685,10,204,60,103,15,87,210,180,12,12
232654,2025/4/22,7,FALSE,A3,A2387,A0685_A0082,10,393,120,107,12,289,405,360,12,12
232655,2025/4/22,7,FALSE,A3,A2387,A0082_A1170,10,246,180,31,12,92,135,120,18,40
232656,2025/4/22,7,FALSE,A3,A2387,A1170_A2383,10,116,120,1,2,84,90,60,39,47
232657,2025/4/22,7,FALSE,A3,A2387,A2383_A2775,10,126,120,4,9,102,120,120,42,49
232658,2025/4/22,7,FALSE,A3,A2387,A2775_A0200,10,186,240,47,17,124,195,180,37,40
232659,2025/4/22,7,FALSE,A3,A2387,A0200_A0652,10,124,120,14,18,84,120,120,23,26
232660,2025/4/22,7,FALSE,A3,A2387,A0652_A1799,10,81,60,10,20,49,75,60,29,31
232661,2025/4/22,7,FALSE,A3,A2387,A1799_A1719,10,67,60,8,38,39,90,60,26,29
232662,2025/4/22,7,FALSE,A3,A2387,A1719_A1789,10,152,120,50,17,61,135,120,21,25
232663,2025/4/22,7,FALSE,A3,A2387,A1789_A2306,10,146,120,80,16,50,150,120,20,23
232664,2025/4/22,7,FALSE,A3,A2387,A2306_A1782,10,113,120,33,12,59,105,120,28,31
232665,2025/4/22,7,FALSE,A3,A2387,A1782_A0020,10,63,60,6,17,41,60,60,22,25
232666,2025/4/22,7,FALSE,A3,A2387,A0020_A2272,10,56,60,6,11,29,45,60,23,27
232667,2025/4/22,7,FALSE,A3,A2387,A2272_A1163,10,70,60,6,13,48,60,60,26,29
232668,2025/4/22,7,FALSE,A3,A2387,A1163_A0649,10,87,60,43,0,31,75,60,20,22
232669,2025/4/22,7,FALSE,A3,A2387,A0661_A1401,11,35,60,6,10,23,60,60,27,32
232670,2025/4/22,7,FALSE,A3,A2387,A1401_A0022,11,68,60,17,22,37,75,60,25,29
232671,2025/4/22,7,FALSE,A3,A2387,A0022_A0968,11,125,120,34,19,58,105,120,24,30
232672,2025/4/22,7,FALSE,A3,A2387,A0968_A0245,11,55,60,5,11,27,45,60,25,30
232673,2025/4/22,7,FALSE,A3,A2387,A0245_A0169,11,111,120,23,16,62,105,120,26,32
232674,2025/4/22,7,FALSE,A3,A2387,A0169_A0167,11,53,60,7,15,26,45,60,24,29
232675,2025/4/22,7,FALSE,A3,A2387,A0167_A1919,11,116,120,37,15,68,120,120,25,25
232676,2025/4/22,7,FALSE,A3,A2387,A1919_A0154,11,87,60,20,16,48,90,60,24,28
232677,2025/4/22,7,FALSE,A3,A2387,A0154_A2754,11,132,120,43,7,68,120,120,24,27
232678,2025/4/22,7,FALSE,A3,A2387,A2754_A2490,11,90,60,17,14,58,90,60,34,38
232679,2025/4/22,7,FALSE,A3,A2387,A2490_A2648,11,78,60,10,12,53,75,60,38,40
232680,2025/4/22,7,FALSE,A3,A2387,A2648_A2625,11,73,60,2,1,46,45,60,23,27
232681,2025/4/22,7,FALSE,A3,A2387,A2625_A1374,11,79,60,4,7,66,75,60,38,43
232682,2025/4/22,7,FALSE,A3,A2387,A1374_A0864,11,65,60,8,13,46,60,60,26,30
232683,2025/4/22,7,FALSE,A3,A2387,A0864_A1458,11,488,240,247,14,237,495,480,34,34
232684,2025/4/22,7,FALSE,A3,A2387,A1458_A1456,11,275,240,55,14,218,285,240,33,33
232685,2025/4/22,7,FALSE,A3,A2387,A1456_A1966,11,131,120,4,7,98,105,120,52,59
232686,2025/4/22,7,FALSE,A3,A2387,A1966_A1465,11,145,120,7,21,115,150,120,53,60
232687,2025/4/22,7,FALSE,A3,A2387,A1465_A0277,11,165,180,35,8,90,135,120,27,32
232688,2025/4/22,7,FALSE,A3,A2387,A0277_A0388,11,136,180,41,15,89,150,120,31,31
232689,2025/4/22,7,FALSE,A3,A2387,A0388_A0347,11,246,120,136,17,79,225,180,21,26
232690,2025/4/22,7,FALSE,A3,A2387,A0347_A2049,11,87,120,16,12,46,75,60,24,29
232691,2025/4/22,7,FALSE,A3,A2387,A2049_A0068,11,189,60,77,11,57,150,120,21,34
232692,2025/4/22,7,FALSE,A3,A2387,A0068_A1813,11,346,60,159,26,66,255,240,12,35
232693,2025/4/22,7,FALSE,A3,A2387,A1813_A0685,11,192,60,98,27,32,150,120,13,32
232694,2025/4/22,7,FALSE,A3,A2387,A0685_A0082,11,394,120,110,6,102,225,180,12,34
232695,2025/4/22,7,FALSE,A3,A2387,A0082_A1170,11,227,180,19,15,92,120,120,18,40
232696,2025/4/22,7,FALSE,A3,A2387,A1170_A2383,11,121,120,1,1,84,90,60,40,47
232697,2025/4/22,7,FALSE,A3,A2387,A2383_A2775,11,122,120,5,13,102,120,120,44,49
232698,2025/4/22,7,FALSE,A3,A2387,A2775_A0200,11,205,240,57,17,124,195,180,36,40
232699,2025/4/22,7,FALSE,A3,A2387,A0200_A0652,11,144,120,35,22,84,135,120,23,26
232700,2025/4/22,7,FALSE,A3,A2387,A0652_A1799,11,89,60,12,20,49,75,60,29,31
232701,2025/4/22,7,FALSE,A3,A2387,A1799_A1719,11,76,60,13,30,39,75,60,26,29
232702,2025/4/22,7,FALSE,A3,A2387,A1719_A1789,11,136,120,38,17,61,120,120,21,25
232703,2025/4/22,7,FALSE,A3,A2387,A1789_A2306,11,158,120,85,18,60,165,120,19,19
232704,2025/4/22,7,FALSE,A3,A2387,A2306_A1782,11,97,120,20,38,59,120,120,28,31
232705,2025/4/22,7,FALSE,A3,A2387,A1782_A0020,11,83,60,8,16,41,60,60,23,25
232706,2025/4/22,7,FALSE,A3,A2387,A0020_A2272,11,56,60,4,13,29,45,60,23,27
232707,2025/4/22,7,FALSE,A3,A2387,A2272_A1163,11,72,60,5,19,48,75,60,26,29
232708,2025/4/22,7,FALSE,A3,A2387,A1163_A0649,11,84,60,34,0,31,60,60,21,22
232709,2025/4/22,7,FALSE,A3,A2387,A0661_A1401,12,35,60,5,12,23,60,60,27,32
232710,2025/4/22,7,FALSE,A3,A2387,A1401_A0022,12,66,60,12,27,37,75,60,24,29
232711,2025/4/22,7,FALSE,A3,A2387,A0022_A0968,12,169,120,52,17,58,120,120,19,30
232712,2025/4/22,7,FALSE,A3,A2387,A0968_A0245,12,54,60,6,12,27,45,60,26,30
232713,2025/4/22,7,FALSE,A3,A2387,A0245_A0169,12,119,120,30,16,62,105,120,25,32
232714,2025/4/22,7,FALSE,A3,A2387,A0169_A0167,12,56,60,10,15,26,45,60,24,29
232715,2025/4/22,7,FALSE,A3,A2387,A0167_A1919,12,109,120,29,15,61,105,120,25,28
232716,2025/4/22,7,FALSE,A3,A2387,A1919_A0154,12,81,60,14,20,48,75,60,25,28
232717,2025/4/22,7,FALSE,A3,A2387,A0154_A2754,12,134,120,33,10,68,105,120,23,27
232718,2025/4/22,7,FALSE,A3,A2387,A2754_A2490,12,100,60,20,16,58,90,60,31,38
232719,2025/4/22,7,FALSE,A3,A2387,A2490_A2648,12,83,60,15,11,53,75,60,34,40
232720,2025/4/22,7,FALSE,A3,A2387,A2648_A2625,12,76,60,6,6,46,60,60,23,27
232721,2025/4/22,7,FALSE,A3,A2387,A2625_A1374,12,87,60,6,12,66,90,60,37,43
232722,2025/4/22,7,FALSE,A3,A2387,A1374_A0864,12,78,60,13,14,46,75,60,24,30
232723,2025/4/22,7,FALSE,A3,A2387,A0864_A1458,12,649,240,402,13,155,570,540,30,52
232724,2025/4/22,7,FALSE,A3,A2387,A1458_A1456,12,342,240,91,14,248,360,300,29,29
232725,2025/4/22,7,FALSE,A3,A2387,A1456_A1966,12,135,120,4,8,98,105,120,50,59
232726,2025/4/22,7,FALSE,A3,A2387,A1966_A1465,12,151,120,5,17,115,135,120,50,60
232727,2025/4/22,7,FALSE,A3,A2387,A1465_A0277,12,159,180,34,14,90,135,120,26,32
232728,2025/4/22,7,FALSE,A3,A2387,A0277_A0388,12,142,180,35,19,81,135,120,28,34
232729,2025/4/22,7,FALSE,A3,A2387,A0388_A0347,12,229,120,124,12,94,225,180,22,22
232730,2025/4/22,7,FALSE,A3,A2387,A0347_A2049,12,77,120,12,15,46,75,60,24,29
232731,2025/4/22,7,FALSE,A3,A2387,A2049_A0068,12,109,60,16,13,57,90,60,27,34
232732,2025/4/22,7,FALSE,A3,A2387,A0068_A1813,12,255,60,112,9,66,180,180,19,35
232733,2025/4/22,7,FALSE,A3,A2387,A1813_A0685,12,165,60,77,24,32,135,120,15,32
232734,2025/4/22,7,FALSE,A3,A2387,A0685_A0082,12,372,120,92,5,102,195,180,13,34
232735,2025/4/22,7,FALSE,A3,A2387,A0082_A1170,12,244,180,25,24,92,135,120,17,40
232736,2025/4/22,7,FALSE,A3,A2387,A1170_A2383,12,127,120,1,2,84,90,60,40,47
232737,2025/4/22,7,FALSE,A3,A2387,A2383_A2775,12,117,120,5,12,102,120,120,46,49
232738,2025/4/22,7,FALSE,A3,A2387,A2775_A0200,12,187,240,44,14,124,180,180,37,40
232739,2025/4/22,7,FALSE,A3,A2387,A0200_A0652,12,130,120,23,21,84,135,120,23,26
232740,2025/4/22,7,FALSE,A3,A2387,A0652_A1799,12,89,60,15,20,49,90,60,28,31
232741,2025/4/22,7,FALSE,A3,A2387,A1799_A1719,12,69,60,7,35,39,75,60,26,29
232742,2025/4/22,7,FALSE,A3,A2387,A1719_A1789,12,163,120,59,15,61,135,120,20,25
232743,2025/4/22,7,FALSE,A3,A2387,A1789_A2306,12,132,120,60,17,57,135,120,20,20
232744,2025/4/22,7,FALSE,A3,A2387,A2306_A1782,12,106,120,28,15,59,105,120,29,31
232745,2025/4/22,7,FALSE,A3,A2387,A1782_A0020,12,68,60,6,18,41,60,60,21,25
232746,2025/4/22,7,FALSE,A3,A2387,A0020_A2272,12,58,60,5,13,29,45,60,23,27
232747,2025/4/22,7,FALSE,A3,A2387,A2272_A1163,12,73,60,6,17,48,75,60,25,29
232748,2025/4/22,7,FALSE,A3,A2387,A1163_A0649,12,65,60,11,0,31,45,60,19,22
232749,2025/4/22,7,FALSE,A3,A2387,A0661_A1401,13,51,60,17,9,23,60,60,26,32
232750,2025/4/22,7,FALSE,A3,A2387,A1401_A0022,13,63,60,10,24,37,75,60,24,29
232751,2025/4/22,7,FALSE,A3,A2387,A0022_A0968,13,163,120,57,25,58,135,120,21,30
232752,2025/4/22,7,FALSE,A3,A2387,A0968_A0245,13,60,60,5,14,27,45,60,25,30
232753,2025/4/22,7,FALSE,A3,A2387,A0245_A0169,13,105,120,15,12,62,90,60,25,32
232754,2025/4/22,7,FALSE,A3,A2387,A0169_A0167,13,55,60,8,14,26,45,60,24,29
232755,2025/4/22,7,FALSE,A3,A2387,A0167_A1919,13,120,120,31,21,61,120,120,24,28
232756,2025/4/22,7,FALSE,A3,A2387,A1919_A0154,13,89,60,14,19,48,75,60,23,28
232757,2025/4/22,7,FALSE,A3,A2387,A0154_A2754,13,131,120,38,8,68,120,120,24,27
232758,2025/4/22,7,FALSE,A3,A2387,A2754_A2490,13,107,60,24,15,58,90,60,30,38
232759,2025/4/22,7,FALSE,A3,A2387,A2648_A2625,13,69,60,3,5,46,60,60,24,27
232760,2025/4/22,7,FALSE,A3,A2387,A2625_A1374,13,81,60,5,9,66,75,60,39,43
232761,2025/4/22,7,FALSE,A3,A2387,A1374_A0864,13,70,60,10,14,46,75,60,25,30
232762,2025/4/22,7,FALSE,A3,A2387,A0864_A1458,13,560,240,305,12,155,465,420,32,52
232763,2025/4/22,7,FALSE,A3,A2387,A1458_A1456,13,311,240,61,18,240,315,300,30,30
232764,2025/4/22,7,FALSE,A3,A2387,A1456_A1966,13,138,120,2,4,98,105,120,49,59
232765,2025/4/22,7,FALSE,A3,A2387,A1966_A1465,13,142,120,6,21,115,135,120,51,60
232766,2025/4/22,7,FALSE,A3,A2387,A1465_A0277,13,187,180,58,13,111,180,180,26,26
232767,2025/4/22,7,FALSE,A3,A2387,A0277_A0388,13,172,180,35,20,120,180,180,23,23
232768,2025/4/22,7,FALSE,A3,A2387,A0388_A0347,13,239,120,131,10,79,225,180,21,26
232769,2025/4/22,7,FALSE,A3,A2387,A0347_A2049,13,80,120,16,13,46,75,60,24,29
232770,2025/4/22,7,FALSE,A3,A2387,A2049_A0068,13,138,60,44,13,57,120,60,25,34
232771,2025/4/22,7,FALSE,A3,A2387,A0068_A1813,13,292,60,137,18,66,225,180,18,35
232772,2025/4/22,7,FALSE,A3,A2387,A1813_A0685,13,193,60,106,45,32,180,180,15,32
232773,2025/4/22,7,FALSE,A3,A2387,A0685_A0082,13,390,120,83,7,102,195,180,12,34
232774,2025/4/22,7,FALSE,A3,A2387,A0082_A1170,13,248,180,29,15,92,135,120,17,40
232775,2025/4/22,7,FALSE,A3,A2387,A1170_A2383,13,136,120,1,3,84,90,60,34,47
232776,2025/4/22,7,FALSE,A3,A2387,A2383_A2775,13,124,120,4,10,102,120,120,42,49
232777,2025/4/22,7,FALSE,A3,A2387,A2775_A0200,13,184,240,42,14,130,180,180,38,38
232778,2025/4/22,7,FALSE,A3,A2387,A0200_A0652,13,124,120,11,16,84,105,120,22,26
232779,2025/4/22,7,FALSE,A3,A2387,A0652_A1799,13,78,60,8,18,49,75,60,29,31
232780,2025/4/22,7,FALSE,A3,A2387,A1799_A1719,13,68,60,7,27,39,75,60,25,29
232781,2025/4/22,7,FALSE,A3,A2387,A1719_A1789,13,128,120,32,15,61,105,120,21,25
232782,2025/4/22,7,FALSE,A3,A2387,A1789_A2306,13,164,120,94,17,64,180,120,18,18
232783,2025/4/22,7,FALSE,A3,A2387,A2306_A1782,13,107,120,28,13,59,105,120,28,31
232784,2025/4/22,7,FALSE,A3,A2387,A1782_A0020,13,63,60,7,16,41,60,60,22,25
232785,2025/4/22,7,FALSE,A3,A2387,A0020_A2272,13,56,60,6,12,29,45,60,23,27
232786,2025/4/22,7,FALSE,A3,A2387,A2272_A1163,13,72,60,6,15,48,75,60,25,29
232787,2025/4/22,7,FALSE,A3,A2387,A1163_A0649,13,64,60,16,0,31,45,60,19,22
232788,2025/4/22,7,FALSE,A3,A2387,A0661_A1401,14,39,60,5,9,23,60,60,26,32
232789,2025/4/22,7,FALSE,A3,A2387,A1401_A0022,14,73,60,20,30,37,90,60,23,29
232790,2025/4/22,7,FALSE,A3,A2387,A0022_A0968,14,151,120,39,19,58,120,120,21,30
232791,2025/4/22,7,FALSE,A3,A2387,A0968_A0245,14,55,60,5,11,27,45,60,25,30
232792,2025/4/22,7,FALSE,A3,A2387,A0245_A0169,14,120,120,29,20,62,105,120,25,32
232793,2025/4/22,7,FALSE,A3,A2387,A0169_A0167,14,52,60,5,15,26,45,60,26,29
232794,2025/4/22,7,FALSE,A3,A2387,A0167_A1919,14,136,120,55,19,71,150,120,24,24
232795,2025/4/22,7,FALSE,A3,A2387,A1919_A0154,14,90,60,16,20,48,90,60,23,28
232796,2025/4/22,7,FALSE,A3,A2387,A0154_A2754,14,127,120,32,13,68,120,120,24,27
232797,2025/4/22,7,FALSE,A3,A2387,A2754_A2490,14,112,60,23,20,58,105,60,29,38
232798,2025/4/22,7,FALSE,A3,A2387,A2648_A2625,14,82,60,7,10,46,60,60,23,27
232799,2025/4/22,7,FALSE,A3,A2387,A2625_A1374,14,98,60,8,12,66,90,60,36,43
232800,2025/4/22,7,FALSE,A3,A2387,A1374_A0864,14,77,60,10,18,46,75,60,24,30
